Isolate ID,Species Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source,Accessions Link
VMR1004709,4670,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Carnodivirus,,Carnodivirus cd4-like,ICTV202214532,E,Carnobacterium phage cd4,cd4,,MZ399596,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004712,4671,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Carvajevirus,,Carvajevirus carvaje,ICTV202214534,E,vB_KpnS-Carvaje,Carvaje,,OL604152,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004713,4672,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus Ab30,ICTV202214549,E,Pseudomonas phage vB_PaeS_PAO1_Ab30,,,LN610590,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004714,4673,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus AIIMSPaB1,ICTV202214542,E,Pseudomonas phage AIIMS-Pa-B1,,,MW390886,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004715,4674,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus D3112,ICTV20140243,E,Pseudomonas phage D3112,,,AY394005,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004716,4675,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus DMS3,ICTV20140244,E,Pseudomonas phage DMS3,,,DQ631426,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004717,4676,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus FET309,ICTV202214544,E,Pseudomonas phage F_ET309sp/Pa1651,,,KM389459,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004718,4677,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus FHA0480,ICTV20140245,E,Pseudomonas phage F_HA0480sp/Pa1651,,,JN808773,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004719,4678,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus HW12,ICTV202214543,E,Pseudomonas phage vB_PaeS_PAO1_HW12,,,LT999987,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004723,4679,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD5,ICTV202214538,E,Pseudomonas phage JBD5,,,JX434030,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004720,4680,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD24,ICTV202214548,E,Pseudomonas phage JBD24,,,JX434031,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004721,4681,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD26,ICTV202214541,E,Pseudomonas phage JBD26,,,JN811560,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004722,4682,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD30,ICTV202214547,E,Pseudomonas phage JBD30,,,JX434032,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004724,4683,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JBD69,ICTV202214545,E,Pseudomonas phage JBD69,,,KU199708,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004725,4684,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus JD024,ICTV202214540,E,Pseudomonas phage JD024,,,KJ477077,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004726,4685,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus LPB1,ICTV20140246,E,Pseudomonas phage LPB1,,,HE584812,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004727,4686,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP22,ICTV20140247,E,Pseudomonas phage MP22,,,DQ873690,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004728,4687,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP29,ICTV20140248,E,Pseudomonas phage MP29,,,EU272036,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004729,4688,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP38,ICTV20140249,E,Pseudomonas phage MP38,,,EU272037,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004730,4689,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP42,ICTV202214546,E,Pseudomonas phage MP42,,,JQ762257,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004731,4690,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus MP48,ICTV202214536,E,Pseudomonas phage MP48,,,KF475786,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004957,4691,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus PA1KOR,ICTV20140250,E,Pseudomonas phage PA1/KOR/2010,,,HM624080,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004958,4692,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus PfII40a,ICTV202214550,E,Pseudomonas phage vB_PaeS_PcyII-40_PfII40a,,,LT608331,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004959,4693,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus R24,ICTV202214535,E,Pseudomonas phage YMC12/01/R24,,,MH643778,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004960,4694,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus R960,ICTV202214539,E,Pseudomonas phage YMC12/01/R960,,,MH643777,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004961,4695,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Casadabanvirus,,Casadabanvirus spike,ICTV202214537,E,Pseudomonas phage Spike,,,MK144667,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004962,4696,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cbastvirus,,Cbastvirus ST,ICTV20150801,E,Cellulophaga phage phiST,,,HQ634192,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004963,4697,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cecivirus,,Cecivirus cv250,ICTV20140257,E,Bacillus phage 250,,,GU229986,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004964,4698,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cecivirus,,Cecivirus IEBH,ICTV20140256,E,Bacillus phage IEBH,,,EU874396,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004965,4699,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cedarrivervirus,,Cedarrivervirus Sf11,ICTV202113616,E,Shigella phage Sf11 SMD-2017,,,MF158038,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004966,4700,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBB14,ICTV202009801,E,Lactococcus phage vB_LLc_bIBB14,,,MH779519,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004967,4701,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBA3,ICTV202009806,E,Lactococcus phage vB_Llc_bIBBA3,,,MH779522,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004968,4702,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBAm4,ICTV202009797,E,Lactococcus phage vB_Llc_bIBBAm4,,,MH779523,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004969,4703,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBE1,ICTV202009814,E,Lactococcus phage vB_Llc_bIBBE1,,,MH779525,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004970,4704,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBL12,ICTV202009807,E,Lactococcus phage vB_Llc_bIBBL12,,,MH779518,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004971,4705,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIBBp64,ICTV202009818,E,Lactococcus phage vB_Llc_bIBBp6/4,,,MH779527,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004972,4706,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus bIL67,ICTV20073023,E,Lactococcus phage bIL67,,,L33769,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004973,4707,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus blBB94p4,ICTV202009794,E,Lactococcus phage vB_Llc_bIBB94p4,,,MH779521,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004974,4708,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus c2,ICTV19952185,E,Lactobacillus phage c2,,,L48605,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004976,4709,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC116,ICTV202009820,E,Lactococcus phage CHPC116,,,MN689507,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004980,4710,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC122,ICTV202009823,E,Lactococcus phage CHPC122,,,MN689512,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004982,4711,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC966,ICTV202009795,E,Lactococcus phage CHPC966,,,MN689526,Partial genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004983,4712,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC967,ICTV202009819,E,Lactococcus phage CHPC967,,,MN689527,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004984,4713,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC972,ICTV202009825,E,Lactococcus phage CHPC972,,,MN689528,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004975,4714,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1020,ICTV202009800,E,Lactococcus phage CHPC1020,,,MN689505,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004977,4715,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1170,ICTV202009824,E,Lactococcus phage CHPC1170,,,MN689508,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004978,4716,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1182,ICTV202009802,E,Lactococcus phage CHPC1182,,,MN689510,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004979,4717,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1183,ICTV202009803,E,Lactococcus phage CHPC1183,,,MN689511,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004981,4718,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus CHPC1242,ICTV202009821,E,Lactococcus phage CHPC1242,,,MN689513,Partial genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004985,4719,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv05802,ICTV202009813,E,Lactococcus phage 05802,,,MF443126,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004986,4720,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv20R03M,ICTV202009816,E,Lactococcus phage 20R03M,,,MK301442,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004987,4721,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv37203,ICTV202009815,E,Lactococcus phage 37203,,,MF443121,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004988,4722,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv50102,ICTV202009817,E,Lactococcus phage 50102,,,MF443125,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004989,4723,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv50504,ICTV202009822,E,Lactococcus phage 50504,,,MF443124,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004990,4724,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv5171F,ICTV202009805,E,Lactococcus phage 5171F,,,MN689503,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004991,4725,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv62402,ICTV202009798,E,Lactococcus phage 62402,,,MF443119,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004992,4726,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv62403,ICTV202009799,E,Lactococcus phage 62403,,,MF443120,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004993,4727,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus cv62606,ICTV202009809,E,Lactococcus phage 62606,,,MF443123,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004994,4728,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus D4410,ICTV202009796,E,Lactococcus phage D4410,,,KX373685,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004995,4729,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus D4412,ICTV202009811,E,Lactococcus phage D4412,,,KX373686,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004996,4730,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus LacS15,ICTV202009808,E,Lactococcus phage vB_LacS_15,,,MN337887,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004997,4731,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus M5938,ICTV202009812,E,Lactococcus phage M5938,,,KX373687,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004998,4732,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus PCB1,ICTV202009810,E,Lactococcus phage PC_B1,,,MN689531,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1004999,4733,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Ceduovirus,,Ceduovirus PCS1,ICTV202009804,E,Lactococcus phage PC_S1,,,MN689533,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005000,4734,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus c5,ICTV20140423,E,Lactobacillus phage c5,,,EU340421,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005003,4735,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus Ld3,ICTV20164980,E,Lactobacillus phage Ld3,,,KJ564038,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005001,4736,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus Ld17,ICTV20164978,E,Lactobacillus phage Ld17,,,KJ564037,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005002,4737,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus Ld25A,ICTV20164979,E,Lactobacillus phage Ld25A,,,KJ564036,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005004,4738,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus Ldb,ICTV20164981,E,Lactobacillus phage phiLdb,,,KF188410,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005005,4739,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cequinquevirus,,Cequinquevirus LLKu,ICTV20140424,E,Lactobacillus phage LL-Ku,,,AY739900,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005007,4740,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chakrabartyvirus,,Chakrabartyvirus pf16,ICTV201856814,E,Pseudomonas phage pf16,,,KU873925,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005009,4741,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chenonavirus,,Chenonavirus Che9c,ICTV20140306,E,Mycobacterium phage Che9c,,,AY129333,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005010,4742,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chenonavirus,,Chenonavirus sbash,ICTV20175506,E,Mycobacterium phage Sbash,,,KP027201,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005011,4743,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chertseyvirus,,Chertseyvirus GE1,ICTV202009864,E,Lactococcus phage GE1,,,KT339177,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024601,4744,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chewyvirus,,Chewyvirus chewyVIII,ICTV202317752,E,Rhodococcus phage ChewyVIII,,,KX557288,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005014,4745,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chidieberevirus,,Chidieberevirus chidiebere,ICTV202214558,E,Gordonia phage Chidiebere,,,MN586022,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005015,4746,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chidieberevirus,,Chidieberevirus chisanakitsune,ICTV202214559,E,Gordonia phage ChisanaKitsune,,,MZ820089,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005016,4747,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chopinvirus,,Chopinvirus KSY1,ICTV20094384,E,Lactococcus phage KSY1,,,DQ535032,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1024604,4748,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Chymeravirus,,Chymeravirus chymera,ICTV202317753,E,Streptomyces phage Chymera,,,KU958700,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005017,4749,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus cimandef,ICTV202011652,E,Ralstonia phage Cimandef,Cimandef,,MT740730,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005018,4750,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus eline,ICTV202011654,E,Ralstonia phage Eline,Eline,,MT740736,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005019,4751,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus gamede,ICTV202011655,E,Ralstonia phage Gamede,Gamede,,MT740738,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005020,4752,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus Ggerry,ICTV202011656,E,Ralstonia phage Gerry,Gerry,,MT740739,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005021,4753,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimandefvirus,,Cimandefvirus heva,ICTV202011653,E,Ralstonia phage Heva,Heva,,MT740742,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005022,4754,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cimpunavirus,,Cimpunavirus CMP1,ICTV201856733,E,Clavibacter phage CMP1,,,GQ241246,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005023,4755,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cinunavirus,,Cinunavirus CN1A,ICTV201856735,E,Clavibbacter phage CN1A,,,KF669650,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005024,4756,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Clawzvirus,,Clawzvirus clawz,ICTV202214561,E,Gordonia phage Clawz,,,MT498058,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005026,4757,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Coatlandelriovirus,,Coatlandelriovirus RSP,ICTV202113053,E,Ralstonia phage phiRSP,,,MH252365,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005027,4758,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Cobrasixvirus,,Cobrasixvirus cobrasix,ICTV202214563,E,Enterobacter phage vB_EclS_CobraSix,,,OK499971,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005028,4759,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Coetzeevirus,,Coetzeevirus ATCC8014,ICTV20140296,E,Lactobacillus phage ATCC 8014-B1,,,JX486087,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005029,4760,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Coetzeevirus,,Coetzeevirus cIP1,ICTV20140295,E,Pediococcus phage cIP1,,,JN051154,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005030,4761,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Coetzeevirus,,Coetzeevirus JL1,ICTV20140294,E,Lactobacillus phage phiJL-1,,,AY236756,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005031,4762,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Coeurvirus,,Coeurvirus coeur,ICTV202214590,E,Gordonia phage Coeur,,,MK801723,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005032,4763,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Colneyvirus,,Colneyvirus CD27,ICTV20115470,E,Clostridioides phage phiCD27,,,EU719189,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005033,4764,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Colneyvirus,,Colneyvirus CD505,ICTV202009886,E,Clostridium phage phiCD505,,,LN681539,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005035,4765,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Colneyvirus,,Colneyvirus CDKM9,ICTV202009885,E,Clostridium phage CDKM9,,,KX228399,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005034,4766,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Colneyvirus,,Colneyvirus CDKM15,ICTV202009888,E,Clostridium phage CDKM15,,,KX228400,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005036,4767,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Colneyvirus,,Colneyvirus MMP02,ICTV202009887,E,Clostridium phage phiMMP02,,,JX145341,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005037,4768,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Colunavirus,,Colunavirus CL1,ICTV202010180,E,Lactobacillus phage CL1,,,KR905066,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005038,4769,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Colunavirus,,Colunavirus CL2,ICTV202010182,E,Lactobacillus phage CL2,,,KR905067,Complete genome,dsDNA,bacteria,NCBI Nucleotide
VMR1005039,4770,1,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Colunavirus,,Colunavirus iLp1308,ICTV202010181,E,Lactobacillus phage iLp1308,,,KR905070,Complete genome,dsDNA,bacteria,NCBI Nucleotide
